,Model Name,R2_Score(Training),R2_Score_Testing,Depth,Iterations,Learning Rate,Score Difference
746,CatBoost Regressor Tuned,0.9912720819606632,0.7823711321990116,6.0,1350.0,0.07,0.20890094976165163
747,CatBoost Regressor Tuned,0.998976583328091,0.7819373189991099,6.0,1750.0,0.1,0.21703926432898113
748,CatBoost Regressor Tuned,0.9991090041528912,0.7817317831990337,8.0,1050.0,0.1,0.21737722095385748
749,CatBoost Regressor Tuned,0.980705765888084,0.78158604960677,4.0,2000.0,0.07,0.19911971628131397
750,CatBoost Regressor Tuned,0.9992714671713312,0.7811163773433608,8.0,1100.0,0.1,0.21815508982797038
751,CatBoost Regressor Tuned,0.9921239824091646,0.7804818133149379,6.0,1400.0,0.07,0.21164216909422662
752,CatBoost Regressor Tuned,0.999408850960117,0.7799955494134632,8.0,1150.0,0.1,0.21941330154665384
753,CatBoost Regressor Tuned,0.9640520358488828,0.7797138966380455,3.0,1750.0,0.1,0.1843381392108373
754,CatBoost Regressor Tuned,0.9928352985105584,0.7795588987036096,6.0,1450.0,0.07,0.2132763998069488
755,CatBoost Regressor Tuned,0.9994169759655286,0.7795488810226601,6.0,2000.0,0.1,0.21986809494286852
756,CatBoost Regressor Tuned,0.9995277220708624,0.7789906771817435,8.0,1200.0,0.1,0.22053704488911885
757,CatBoost Regressor Tuned,0.9934399217832804,0.7782786190824467,6.0,1500.0,0.07,0.21516130270083378
758,CatBoost Regressor Tuned,0.999616148902288,0.7782066432054213,8.0,1250.0,0.1,0.22140950569686668
759,CatBoost Regressor Tuned,0.9996866401259192,0.7773202538571522,8.0,1300.0,0.1,0.22236638626876704
760,CatBoost Regressor Tuned,0.9997439388795204,0.7768292277438766,8.0,1350.0,0.1,0.22291471113564376
761,CatBoost Regressor Tuned,0.9940519632647632,0.7767523600282611,6.0,1550.0,0.07,0.2172996032365021
762,CatBoost Regressor Tuned,0.990238480985562,0.7765952819658649,4.0,2000.0,0.1,0.21364319901969708
763,CatBoost Regressor Tuned,0.9997938185924186,0.7763578286935253,8.0,1400.0,0.1,0.22343598989889324
764,CatBoost Regressor Tuned,0.9998310130530068,0.7759969072887993,8.0,1450.0,0.1,0.22383410576420748
765,CatBoost Regressor Tuned,0.9945749488653748,0.7756934658562221,6.0,1600.0,0.07,0.21888148300915267
766,CatBoost Regressor Tuned,0.9998592666821828,0.7755121253092486,8.0,1500.0,0.1,0.2243471413729342
767,CatBoost Regressor Tuned,0.9998836941189132,0.7752433544657698,8.0,1550.0,0.1,0.22464033965314345
768,CatBoost Regressor Tuned,0.9999019025047468,0.7749284845459586,8.0,1600.0,0.1,0.2249734179587881
769,CatBoost Regressor Tuned,0.9999449531453748,0.7742183325895325,8.0,1750.0,0.1,0.22572662055584225
770,CatBoost Regressor Tuned,0.9999791886056144,0.7733772217927379,8.0,2000.0,0.1,0.22660196681287648
771,CatBoost Regressor Tuned,0.99597950397622,0.7724998073065665,6.0,1750.0,0.07,0.2234796966696535
772,CatBoost Regressor Tuned,0.997404944349893,0.768680737639963,6.0,2000.0,0.07,0.22872420670993
773,CatBoost Regressor Tuned,0.9700108980582224,0.7679423543251167,3.0,2000.0,0.1,0.20206854373310568
